OTHER_COST,CREATES_TOKEN,numCosts,numEffects,isGreen,typed,isBlue,isBlack,isColorless,cmc,isWhite,isRed,hasX,typedRatio,singleuse_isGreen,singleuse_typed,singleuse_isBlue,singleuse_isBlack,singleuse_isColorless,singleuse_cmc,singleuse_isWhite,singleuse_isRed,singleuse_hasX,singleuse_typedRatio,tripleuse_cmc,tripleuse_typed,tripleuse_typedRatio,abilityKey,PLUS_LOYALTY,EXILE_TARGET,CANT_BE_BLOCKED,DEALS_DAMAGE,PLUS_PLUS,CREATURES_YOU_CONTROL,GRANTS_ABILITY,DESTROY_TARGET,DRAW_CARD,ADD_MANA,RETURN_TARGET,SCRY,DESTROY_THAT,SEARCH,GAIN_LIFE,MINUS_MINUS,DESTROY_ALL,FIGHT,PLUSX_COUNTERS,DEAL_DAMAGE,EXILE_ALL,ARTIFACTS_YOU_CONTROL,LANDS_YOU_CONTROL,EXTRA_TURN
"",true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,3.0,false,true,false,0.6666667,3.0,2.0,0.6666667,"Daretti, Ingenious Iconoclast1",true,,,,,,,,,,,,,,,,,,,,,,,
"",,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,Arlinn Kord1,true,,,,true,,true,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,3.0,false,true,false,0.6666667,3.0,2.0,0.6666667,"Daretti, Ingenious Iconoclast2",,,,,,,,true,,,,,,,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Nissa, Sage Animist2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Nissa, Sage Animist1",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,4.0,false,true,false,0.25,4.0,1.0,0.25,"Daretti, Scrap Savant3",,,,,,,,,,,,,,,,,,,,,,,,
"",,0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,4.0,false,true,false,0.25,4.0,1.0,0.25,"Daretti, Scrap Savant4",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Nissa, Sage Animist3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Tezzeret the Seeker3,,,,,,,,,,,,,,,,,,,,,,true,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,4.0,false,false,false,0.25,4.0,1.0,0.25,Garruk Relentless1,,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,4.0,false,false,false,0.25,4.0,1.0,0.25,Garruk Relentless2,,,,true,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Tezzeret the Seeker1,true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Tezzeret the Seeker2,,,,,,,,,,,,,,true,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,4.0,false,false,false,0.25,4.0,1.0,0.25,Garruk Relentless3,,,,,,,,,,,,,,,,,,,,,,,,
"",,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Xenagos, the Reveler1",true,,,,,true,,,,true,,,,,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Xenagos, the Reveler2",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Xenagos, the Reveler3",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,3.0,true,false,false,0.6666667,3.0,2.0,0.6666667,"Ajani, Caller of the Pride1",true,,,,,,,,,,,,,,,,,,true,,,,,
true,,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,6.0,true,false,false,0.33333334,6.0,2.0,0.33333334,"Elspeth, Sun's Champion3",,,,,true,true,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,6.0,true,false,false,0.33333334,6.0,2.0,0.33333334,"Elspeth, Sun's Champion2",,,,,,,,,,,,,,,,,true,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Jace, the Mind Sculptor4",,,,,,,,,,,,,,,,,,,,,true,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Jace, the Mind Sculptor3",,,,,,,,,,,true,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Jace, the Mind Sculptor2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Jace, the Mind Sculptor1",true,,,,,,,,,,,,,,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,3.0,true,false,false,0.6666667,3.0,2.0,0.6666667,"Ajani, Caller of the Pride3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,3.0,true,false,false,0.6666667,3.0,2.0,0.6666667,"Ajani, Caller of the Pride2",,,,,,,true,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,Gideon Jura2,,,,,,,,true,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,Gideon Jura3,,,,,,,,,,,,,,,,,,,,,,,,
"",true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,6.0,true,false,false,0.33333334,6.0,2.0,0.33333334,"Elspeth, Sun's Champion1",true,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,Gideon Jura1,true,,,,,,,,,,,,,,,,,,,,,,,
"",,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,true,false,false,0.5,4.0,2.0,0.5,"Elspeth, Knight-Errant2",true,,,,true,,true,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Jace, Telepath Unbound2",,,,,,,,,,,,,,,,,,,,,,,,
"",true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,true,false,false,0.5,4.0,2.0,0.5,"Elspeth, Knight-Errant1",true,,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Jace, Telepath Unbound1",true,,,,,,,,,,,,,,,true,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,true,false,false,0.5,4.0,2.0,0.5,"Elspeth, Knight-Errant3",,,,,,,,,,,,,,,,,,,,,,,true,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Jace, Telepath Unbound3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,Jace Beleren3,,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,Jace Beleren2,,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,Jace Beleren1,true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,2.0,false,true,false,1.0,2.0,2.0,1.0,"Tibalt, the Fiend-Blooded2",,,,true,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,2.0,false,true,false,1.0,2.0,2.0,1.0,"Tibalt, the Fiend-Blooded1",true,,,,,,,,true,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,2.0,false,true,false,1.0,2.0,2.0,1.0,"Tibalt, the Fiend-Blooded3",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Sorin, Solemn Visitor1",true,,,,true,true,,,,,,,,,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Sorin, Solemn Visitor2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Tezzeret, Agent of Bolas1",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Kaya, Ghost Assassin1",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Tezzeret, Agent of Bolas3",,,,,,,,,,,,,,,true,,,,,,,true,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Kaya, Ghost Assassin2",,,,,,,,,,,,,,,true,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Tezzeret, Agent of Bolas2",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Kaya, Ghost Assassin3",,,,,,,,,true,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,false,true,false,0.5,4.0,2.0,0.5,"Chandra, Pyromaster1",true,,,true,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,3.0,true,false,false,4.0,false,false,false,0.75,4.0,3.0,0.75,"Tamiyo, Field Researcher2",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,Narset Transcendent3,,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,false,true,false,0.5,4.0,2.0,0.5,"Chandra, Pyromaster2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,3.0,true,false,false,4.0,false,false,false,0.75,4.0,3.0,0.75,"Tamiyo, Field Researcher1",true,,,,,,,,true,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,Narset Transcendent2,,,,,,,true,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,false,true,false,0.5,4.0,2.0,0.5,"Chandra, Pyromaster3",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,Narset Transcendent1,true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,3.0,true,false,false,4.0,false,false,false,0.75,4.0,3.0,0.75,"Tamiyo, Field Researcher3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,true,false,false,0.5,4.0,2.0,0.5,"Nahiri, the Harbinger3",,,,,,,true,,,,,,,true,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,true,false,false,0.5,4.0,2.0,0.5,"Nahiri, the Harbinger2",,true,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,true,false,false,0.5,4.0,2.0,0.5,"Nahiri, the Harbinger1",true,,,,,,,,true,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,4.0,false,false,false,8.0,false,true,false,0.5,8.0,4.0,0.5,"Nicol Bolas, Planeswalker3",,,,true,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,4.0,false,false,false,8.0,false,true,false,0.5,8.0,4.0,0.5,"Nicol Bolas, Planeswalker2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,4.0,false,false,false,8.0,false,true,false,0.5,8.0,4.0,0.5,"Nicol Bolas, Planeswalker1",true,,,,,,,true,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,"Sarkhan, the Dragonspeaker1",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,"Sarkhan, the Dragonspeaker2",,,,true,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,"Sarkhan, the Dragonspeaker3",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,"Ajani, Mentor of Heroes2",true,,,,,,,,,,,,,,,,,,,,,,,
"",,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,"Ajani, Mentor of Heroes1",true,,,,,true,,,,,,,,,,,,,true,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,"Ajani, Mentor of Heroes3",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Jace, Memory Adept1",true,,,,,,,,true,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Jace, Memory Adept3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Jace, Memory Adept2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Nissa, Worldwaker1",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,Sarkhan the Mad3,,,,true,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,Sarkhan the Mad1,,,,true,,,,,,,,,,,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,Sarkhan the Mad2,,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Nissa, Worldwaker3",,,,,,,,,,,,,,true,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Nissa, Worldwaker2",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,6.0,false,false,false,0.33333334,6.0,2.0,0.33333334,"Nissa, Nature's Artisan3",,,,,true,true,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,6.0,false,false,false,0.33333334,6.0,2.0,0.33333334,"Nissa, Nature's Artisan1",true,,,,,,,,,,,,,,true,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,6.0,false,false,false,0.33333334,6.0,2.0,0.33333334,"Nissa, Nature's Artisan2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,Liliana of the Dark Realms1,true,,,,,,,,,,,,,true,,,,,,,,,,
true,,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,Liliana of the Dark Realms2,,,,,true,,,,,,,,,,,true,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,Liliana of the Dark Realms3,,,,,,,,,,true,,,,,,,,,,,,,,
"",,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Arlinn, Embraced by the Moon1",true,,,,true,true,,,,,,,,,,,,,,,,,,
true,,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Arlinn, Embraced by the Moon3",,,,true,,true,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,"Arlinn, Embraced by the Moon2",,,,true,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Sorin, Solemn Visitor3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,3.0,false,false,false,5.0,false,false,false,0.6,5.0,3.0,0.6,"Garruk, Primal Hunter2",,,,,,true,,,,,,,,,,,,,,,,,,
"",true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,3.0,false,false,false,5.0,false,false,false,0.6,5.0,3.0,0.6,"Garruk, Primal Hunter1",true,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,false,true,false,0.5,4.0,2.0,0.5,Ral Zarek1,true,,,,,,,,,,,,,,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,3.0,false,false,false,5.0,false,false,false,0.6,5.0,3.0,0.6,"Garruk, Primal Hunter3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,false,true,false,0.5,4.0,2.0,0.5,Ral Zarek3,,,,,,,,,,,,,,,,,,,,,,,,true
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,4.0,false,true,false,0.5,4.0,2.0,0.5,Ral Zarek2,,,,true,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Ob Nixilis of the Black Oath3,,,,,,,,,,,,,,,true,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Ob Nixilis of the Black Oath2,,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Ob Nixilis of the Black Oath1,true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Nissa, Vital Force3",,,,,,,,,true,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Nissa, Vital Force1",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,"Nissa, Vital Force2",,,,,,,,,,,true,,,,,,,,,,,,,
"",,0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Ob Nixilis of the Black Oath4,,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Kiora, Master of the Depths1",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Kiora, Master of the Depths2",,,,,,,,,,,,,,,,,,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,4.0,false,false,false,0.5,4.0,2.0,0.5,"Kiora, Master of the Depths3",,,,,,,,,,,,,,,,,,,,,,,,
true,,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,"Nissa, Voice of Zendikar3",,,,,,,,,,,,,,,true,,,,,,,,true,
"",true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,"Nissa, Voice of Zendikar1",true,,,,,,,,,,,,,,,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,"Nissa, Voice of Zendikar2",,,,,,,,,,,,,,,,,,,true,,,,,
true,true,1,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,Elspeth Tirel3,,,,,,,,,,,,,,,,,true,,,,,,,
true,true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,Elspeth Tirel2,,,,,,,,,,,,,,,,,,,,,,,,
"",,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,true,false,false,0.4,5.0,2.0,0.4,Elspeth Tirel1,true,,,,,,,,,,,,,,true,,,,,,,,,
true,,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,"Ashiok, Nightmare Weaver3",,,,,,,,,,,,,,,,,,,,,true,,,
true,,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,"Ashiok, Nightmare Weaver2",,,,,,,,,,,,,,,,,,,,,,,,
"",,1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,"Ashiok, Nightmare Weaver1",true,,,,,,,,,,,,,,,,,,,,,,,
